Key,Bestiary Index,First Monster,Second Monster,Fusion Name,Basis for Type,Attack Kind,Physicality,Target,Base Power,Status Type,Status Effect
Diveal_Jumpkin,5809,Diveal,Jumpkin,Divekin,Second,Beam,Ranged,Single,200,Debuff Target,Bomb
Diveal_Khepri,5836,Diveal,Khepri,Divepri,First,Arrow,Ranged,Single,200,Debuff Target,Speed Down
Diveal_Khufo,5773,Diveal,Khufo,Divefo,First,Axe,Melee,Single,200,Buff Self,Cottoned On
Diveal_Kingrave,5814,Diveal,Kingrave,Divegrave,First,Meteor,Ranged,Team,150,Buff Self,Multitarget
Diveal_Kirikuri,5805,Diveal,Kirikuri,Divekuri,First,Smash,Melee,Team,150,Buff Self,Accuracy Up
Diveal_Kittelly,5757,Diveal,Kittelly,Divetelly,Second,Wheel,Melee,Team,150,Buff Self,Healing Leaf
Diveal_Kuneko,5830,Diveal,Kuneko,Diveneko,Second,Beam,Ranged,Single,200,Buff Self,Contact Dmg
Diveal_Lapacitor,-1,Diveal,Lapacitor,Divepacitor,Second,Spikes,Ranged,Single,200,Buff Self,Ranged Attack Up
Diveal_Liligator,5785,Diveal,Liligator,Divegator,Second,Sword,Melee,Single,200,Buff Self,Healing Steam
Diveal_Littlered,-1,Diveal,Littlered,Divered,Second,Blast,Melee,Single,200,Buff Self,Mind-Meld
Diveal_Lobstacle,5733,Diveal,Lobstacle,Divestacle,Second,Fist,Melee,Team,112,Debuff Target,Melee Attack Down
Diveal_Macabra,5748,Diveal,Macabra,Divecabra,Second,Smash,Melee,Team,112,Debuff Target,Accuracy Down
Diveal_Majortom,-1,Diveal,Majortom,Divetom,Second,Wheel,Melee,Team,112,Debuff Target,Glass Bonds
Diveal_Malchemy,5735,Diveal,Malchemy,Divechemy,Second,Arrow,Ranged,Single,200,Debuff Target,Unitarget
Diveal_Manispear,5755,Diveal,Manispear,Divespear,Second,Sword,Melee,Single,200,Buff Self,AP Boost
Diveal_Mardiusa,5729,Diveal,Mardiusa,Divediusa,Second,Beam,Ranged,Single,200,Debuff Target,Petrified
Diveal_Mascotorn,5801,Diveal,Mascotorn,Divetorn,Second,Spikes,Ranged,Single,200,Buff Self,Melee Defence Up
Diveal_Mascotoy,5800,Diveal,Mascotoy,Divetoy,First,Shards,Ranged,Team,150,Buff Self,Melee Defence Up
Diveal_Masquerattle,5727,Diveal,Masquerattle,Diverattle,First,Sword,Melee,Single,200,Debuff Target,Melee Defence Down
Diveal_Miasmodeus,5736,Diveal,Miasmodeus,Divemodeus,First,Wheel,Melee,Team,150,Buff Self,Accuracy Up
Diveal_Minortom,-1,Diveal,Minortom,Divetom,First,Spikes,Ranged,Single,200,Buff Self,Contact Dmg
Diveal_Minosteam,-1,Diveal,Minosteam,Divesteam,First,Blast,Melee,Single,200,Buff Self,Contact Dmg
Diveal_Miss Mimic,5839,Diveal,Miss Mimic,Divemimic,Second,Shards,Ranged,Team,112,Debuff Target,Accuracy Down
Diveal_Mothmanic,5752,Diveal,Mothmanic,Divemanic,Second,Beam,Ranged,Single,200,Buff Self,Ranged Attack Up
Diveal_Muskrateer,5781,Diveal,Muskrateer,Diverateer,First,Sword,Melee,Single,200,Debuff Target,Ranged Attack Down
Diveal_Nevermort,5767,Diveal,Nevermort,Divemort,First,Smash,Melee,Team,112,Debuff Target,Melee Defence Down
Diveal_Padpole,5783,Diveal,Padpole,Divepole,Second,Fist,Melee,Team,112,Debuff Target,AP Drain
Diveal_Palangolin,5756,Diveal,Palangolin,Divegolin,Second,Spikes,Ranged,Single,200,Buff Self,Multistrike
Diveal_Pawndead,5812,Diveal,Pawndead,Divedead,Second,Arrow,Ranged,Single,200,Debuff Target,Ranged Attack Down
Diveal_Picksie,5848,Diveal,Picksie,Divesie,First,Meteor,Ranged,Team,150,Buff Self,Multitarget
Diveal_Pinbolt,5841,Diveal,Pinbolt,Divebolt,Second,Spikes,Ranged,Single,200,Buff Self,Ranged Attack Up
Diveal_Plasmantler,5792,Diveal,Plasmantler,Divemantler,Second,Beam,Ranged,Single,200,Debuff Target,Accuracy Down
Diveal_Pombomb,5824,Diveal,Pombomb,Divebomb,First,Arrow,Ranged,Single,200,Debuff Target,Evasion Down
Diveal_Pondwalker,5822,Diveal,Pondwalker,Divewalker,Second,Beam,Ranged,Single,200,Buff Self,Mind-Meld
Diveal_Puppercut,5759,Diveal,Puppercut,Divecut,First,Meteor,Ranged,Team,150,Buff Self,Ranged Attack Up
Diveal_Pyromeleon,5780,Diveal,Pyromeleon,Divemeleon,Second,Bomb,Ranged,Team,150,Buff Self,Locked On
Diveal_Queenyx,5815,Diveal,Queenyx,Divenyx,First,Smash,Melee,Team,112,Debuff Target,Ranged Defence Down
Diveal_Ramtasm,5741,Diveal,Ramtasm,Divetasm,Second,Smash,Melee,Team,112,Debuff Target,Glass Bonds
Diveal_Ratcousel,5782,Diveal,Ratcousel,Divecousel,First,Meteor,Ranged,Team,150,Buff Self,Melee Defence Up
Diveal_Regensea,5808,Diveal,Regensea,Divesea,First,Axe,Melee,Single,200,Buff Self,Healing Leaf
Diveal_Ripterra,5723,Diveal,Ripterra,Diveterra,Second,Beam,Ranged,Single,200,Debuff Target,Poisoned
Diveal_Robindam,5770,Diveal,Robindam,Divedam,Second,Shards,Ranged,Team,112,Debuff Target,Melee Attack Down
Diveal_Rockertrice,5821,Diveal,Rockertrice,Divetrice,First,Sword,Melee,Single,200,Debuff Target,Berserk
Diveal_Rosehood,-1,Diveal,Rosehood,Divehood,Second,Blast,Melee,Single,200,Buff Self,Multistrike
Diveal_Salamagus,5779,Diveal,Salamagus,Divemagus,Second,Axe,Melee,Single,200,Buff Self,Parry Stance
Diveal_Sanzatime,5777,Diveal,Sanzatime,Divetime,Second,Shards,Ranged,Team,112,Debuff Target,AP Drain
Diveal_Scampire,5725,Diveal,Scampire,Divepire,First,Fist,Melee,Team,150,Buff Self,Contact Dmg
Diveal_Scarleteeth,-1,Diveal,Scarleteeth,Diveteeth,Second,Axe,Melee,Single,200,Buff Self,AP Boost
Diveal_Scubalrus,5766,Diveal,Scubalrus,Divebalrus,First,Sword,Melee,Single,200,Debuff Target,Berserk
Diveal_Sharktanker,5823,Diveal,Sharktanker,Divetanker,Second,Spikes,Ranged,Single,200,Buff Self,Contact Dmg
Diveal_Shining Kuneko,5831,Diveal,Shining Kuneko,Dive-kuneko,First,Sword,Melee,Single,200,Debuff Target,Melee Defence Down
Diveal_Sirenade,5744,Diveal,Sirenade,Divenade,Second,Shards,Ranged,Team,112,Debuff Target,Unitarget
Diveal_Skelevangelist,5813,Diveal,Skelevangelist,Divevangelist,First,Spikes,Ranged,Single,200,Debuff Target,Berserk
Diveal_Smogmagog,5817,Diveal,Smogmagog,Divemagog,First,Spikes,Ranged,Single,200,Buff Self,Melee Defence Up
Diveal_Snoopin,5724,Diveal,Snoopin,Divepin,First,Axe,Melee,Single,200,Debuff Target,Ranged Defence Down
Diveal_Southpaw,5760,Diveal,Southpaw,Divepaw,First,Meteor,Ranged,Team,150,Buff Self,Healing Steam
Diveal_Sparktan,5828,Diveal,Sparktan,Divetan,First,Fist,Melee,Team,112,Debuff Target,AP Drain
Diveal_Spirouette,5807,Diveal,Spirouette,Diveette,First,Sword,Melee,Single,200,Buff Self,Parry Stance
Diveal_Spitzfyre,5825,Diveal,Spitzfyre,Divefyre,Second,Fist,Melee,Team,112,Debuff Target,Shrapnel
Diveal_Spooki-onna,5835,Diveal,Spooki-onna,Dive-onna,Second,Beam,Ranged,Single,200,Buff Self,Parry Stance
Diveal_Springheel,5721,Diveal,Springheel,Diveheel,Second,Wheel,Melee,Team,112,Debuff Target,Speed Down
Diveal_Squirey,5754,Diveal,Squirey,Diverey,Second,Blast,Melee,Single,200,Debuff Target,Melee Attack Down
Diveal_Stardigrade,5798,Diveal,Stardigrade,Divegrade,First,Beam,Ranged,Single,200,Buff Self,Healing Leaf
Diveal_Terracooka,5796,Diveal,Terracooka,Divecooka,First,Smash,Melee,Team,112,Debuff Target,Evasion Down
Diveal_Thwackalope,5771,Diveal,Thwackalope,Divelope,Second,Beam,Ranged,Single,200,Buff Self,Multitarget
Diveal_Tokusect,5753,Diveal,Tokusect,Divesect,Second,Axe,Melee,Single,200,Buff Self,Healing Leaf
Diveal_Traffikrab,5731,Diveal,Traffikrab,Divekrab,Second,Axe,Melee,Single,200,Debuff Target,Confused
Diveal_Trapwurm,5844,Diveal,Trapwurm,Divewurm,First,Wheel,Melee,Team,150,Buff Self,Accuracy Up
Diveal_Triphinx,5774,Diveal,Triphinx,Divephinx,Second,Sword,Melee,Single,200,Debuff Target,Ranged Attack Down
Diveal_Twirligig,5804,Diveal,Twirligig,Divegig,First,Sword,Melee,Single,200,Debuff Target,Burned
Diveal_Umbrahella,-1,Diveal,Umbrahella,Divehella,First,Bomb,Ranged,Team,112,Debuff Target,Ranged Attack Down
Diveal_Undyin,5834,Diveal,Undyin,Divedyin,First,Fist,Melee,Team,150,Buff Self,Accuracy Up
Diveal_Velocirifle,5762,Diveal,Velocirifle,Diverifle,Second,Axe,Melee,Single,200,Buff Self,Melee Attack Up
Diveal_Vendemon,5737,Diveal,Vendemon,Divedemon,Second,Smash,Melee,Team,112,Debuff Target,Ranged Attack Down
Diveal_Weevilite,5732,Diveal,Weevilite,Divelite,First,Arrow,Ranged,Single,200,Debuff Target,Accuracy Down
Diveal_Wingloom,5751,Diveal,Wingloom,Divegloom,Second,Bomb,Ranged,Team,150,Buff Self,Melee Defence Up
Diveal_Wooltergeist,5740,Diveal,Wooltergeist,Divetergeist,Second,Meteor,Ranged,Team,112,Debuff Target,Ranged Attack Down
Diveal_Wyrmaw,5845,Diveal,Wyrmaw,Divemaw,First,Smash,Melee,Team,150,Buff Self,Ranged Defence Up
Diveal_Zeustrike,5829,Diveal,Zeustrike,Divestrike,Second,Shards,Ranged,Team,150,Buff Self,Evasion Up
Diveal_Zombleat,5742,Diveal,Zombleat,Divebleat,First,Blast,Melee,Single,200,Debuff Target,Speed Down
Diveal_Magikrab,5720,Diveal,Magikrab,Divekrab,Second,Wheel,Melee,Team,112,Debuff Target,Poisoned
Diveberg_Adeptile,15853,Diveberg,Adeptile,Divetile,First,Arrow,Ranged,Single,200,Debuff Target,Flinched
Diveberg_Aeroboros,15740,Diveberg,Aeroboros,Diveboros,Second,Smash,Melee,Team,112,Debuff Target,Ranged Attack Down
Diveberg_Allseer,15782,Diveberg,Allseer,Diveseer,Second,Arrow,Ranged,Single,200,Debuff Target,Glass Bonds
Diveberg_Amphare,-1,Diveberg,Amphare,Divehare,First,Smash,Melee,Team,150,Buff Self,Healing Steam
Diveberg_Anathema,15850,Diveberg,Anathema,Divethema,First,Smash,Melee,Team,112,Debuff Target,Unitarget
Diveberg_Apocrowlypse,15778,Diveberg,Apocrowlypse,Divecrowlypse,Second,Sword,Melee,Single,200,Buff Self,Multitarget
Diveberg_Arkidd,15843,Diveberg,Arkidd,Divekidd,First,Arrow,Ranged,Single,200,Buff Self,Melee Attack Up
Diveberg_Artillerex,15773,Diveberg,Artillerex,Diverex,Second,Arrow,Ranged,Single,200,Buff Self,Ranged Defence Up
Diveberg_Auriclaw,15857,Diveberg,Auriclaw,Diveclaw,First,Smash,Melee,Team,150,Buff Self,Locked On
Diveberg_Averevoir,15847,Diveberg,Averevoir,Diverevoir,First,Blast,Melee,Single,200,Debuff Target,Unitarget
Diveberg_Bansheep,15749,Diveberg,Bansheep,Divesheep,Second,Arrow,Ranged,Single,200,Debuff Target,Burned
Diveberg_Beanstalker,15820,Diveberg,Beanstalker,Divestalker,First,Meteor,Ranged,Team,112,Debuff Target,Bomb
Diveberg_Pawper,15859,Diveberg,Pawper,Diveper,First,Beam,Ranged,Single,200,Debuff Target,Petrified
Diveberg_Pawprince,15860,Diveberg,Pawprince,Diveprince,Second,Beam,Ranged,Single,200,Buff Self,Melee Defence Up
Diveberg_Binterloper,15813,Diveberg,Binterloper,Diveloper,Second,Wheel,Melee,Team,112,Debuff Target,Speed Down
Diveberg_Binvader,15812,Diveberg,Binvader,Divevader,Second,Bomb,Ranged,Team,112,Debuff Target,Conductive
Diveberg_Blossomaw,15757,Diveberg,Blossomaw,Divemaw,Second,Wheel,Melee,Team,112,Debuff Target,Shrapnel
Diveberg_Blunderbusk,-1,Diveberg,Blunderbusk,Divebusk,Second,Wheel,Melee,Team,112,Debuff Target,Accuracy Down
Diveberg_Boltam,15801,Diveberg,Boltam,Divetam,Second,Fist,Melee,Team,150,Buff Self,Locked On
Diveberg_Braxsuit,15785,Diveberg,Braxsuit,Divesuit,Second,Sword,Melee,Single,200,Buff Self,Healing Steam
Diveberg_Brushroom,15799,Diveberg,Brushroom,Diveroom,First,Sword,Melee,Single,200,Debuff Target,Evasion Down
Diveberg_Bulletino,15771,Diveberg,Bulletino,Divetino,First,Shards,Ranged,Team,112,Debuff Target,Unitarget
Diveberg_Burnace,15826,Diveberg,Burnace,Diveace,First,Meteor,Ranged,Team,150,Buff Self,Ranged Defence Up
Diveberg_Busheye,15803,Diveberg,Busheye,Divesheye,Second,Spikes,Ranged,Single,200,Debuff Target,Unitarget
Diveberg_Candevil,15744,Diveberg,Candevil,Divedevil,First,Arrow,Ranged,Single,200,Debuff Target,Flinched
Diveberg_Capricorpse,15753,Diveberg,Capricorpse,Divecorpse,Second,Sword,Melee,Single,200,Buff Self,Locked On
Diveberg_Carniviper,15736,Diveberg,Carniviper,Diveviper,First,Bomb,Ranged,Team,150,Buff Self,Healing Leaf
Diveberg_Cat-5,15768,Diveberg,Cat-5,Dive-5,Second,Fist,Melee,Team,150,Buff Self,Healing Steam
Diveberg_Charlequin,-1,Diveberg,Charlequin,Divequin,Second,Arrow,Ranged,Single,200,Buff Self,Contact Dmg
Diveberg_Clocksley,15779,Diveberg,Clocksley,Divesley,Second,Fist,Melee,Team,112,Debuff Target,Evasion Down
Diveberg_Cluckabilly,15830,Diveberg,Cluckabilly,Divebilly,Second,Meteor,Ranged,Team,150,Buff Self,AP Boost
Diveberg_Coaldron,15807,Diveberg,Coaldron,Divedron,First,Fist,Melee,Team,150,Buff Self,AP Boost
Diveberg_Cryoshear,15837,Diveberg,Cryoshear,Diveshear,Second,Beam,Ranged,Single,200,Debuff Target,AP Drain
Diveberg_Dandylion,15756,Diveberg,Dandylion,Divelion,Second,Shards,Ranged,Team,112,Debuff Target,Evasion Down
Diveberg_Decibelle,15755,Diveberg,Decibelle,Divebelle,First,Axe,Melee,Single,200,Buff Self,Ranged Defence Up
Diveberg_Diveal,15775,Diveberg,Diveal,Diveveal,First,Sword,Melee,Single,200,Debuff Target,Shrapnel
Diveberg_Diveberg,15852,Diveberg,Diveberg,Giga Diveberg,Second,Wheel,Melee,Team,112,Debuff Target,Evasion Down
Diveberg_Djinn Entonic,15842,Diveberg,Djinn Entonic,Diveentonic,First,Sword,Melee,Single,200,Buff Self,AP Boost
Diveberg_Dominoth,15760,Diveberg,Dominoth,Divenoth,Second,Bomb,Ranged,Team,112,Debuff Target,Accuracy Down
Diveberg_Draculeaf,15821,Diveberg,Draculeaf,Diveleaf,First,Axe,Melee,Single,200,Buff Self,Speed Up
Diveberg_Elfless,15796,Diveberg,Elfless,Diveless,Second,Spikes,Ranged,Single,200,Buff Self,Ranged Defence Up
Diveberg_Faerious,15798,Diveberg,Faerious,Diverious,Second,Beam,Ranged,Single,200,Debuff Target,Sleep
Diveberg_Faucetear,15828,Diveberg,Faucetear,Divetear,Second,Blast,Melee,Single,200,Buff Self,Evasion Up
Diveberg_Ferriclaw,15856,Diveberg,Ferriclaw,Diveclaw,Second,Meteor,Ranged,Team,112,Debuff Target,Melee Defence Down
Diveberg_Flapwoods,15786,Diveberg,Flapwoods,Divewoods,First,Axe,Melee,Single,200,Buff Self,Ranged Attack Up
Diveberg_Folklord,15759,Diveberg,Folklord,Divelord,Second,Axe,Melee,Single,200,Buff Self,Evasion Up
Diveberg_Fortiwinx,15788,Diveberg,Fortiwinx,Divewinx,First,Wheel,Melee,Team,150,Buff Self,Ranged Attack Up
Diveberg_Fountess,15829,Diveberg,Fountess,Divetess,First,Spikes,Ranged,Single,200,Debuff Target,Burned
Diveberg_Fragliacci,-1,Diveberg,Fragliacci,Diveliacci,Second,Beam,Ranged,Single,200,Buff Self,Multistrike
Diveberg_Frillypad,15794,Diveberg,Frillypad,Divepad,Second,Wheel,Melee,Team,150,Buff Self,Multistrike
Diveberg_Fungogh,15800,Diveberg,Fungogh,Divegogh,Second,Beam,Ranged,Single,200,Buff Self,Accuracy Up
Diveberg_Galagor,15809,Diveberg,Galagor,Divegor,First,Wheel,Melee,Team,150,Buff Self,Melee Defence Up
Diveberg_Gearyu,15774,Diveberg,Gearyu,Diveryu,Second,Shards,Ranged,Team,150,Buff Self,Healing Leaf
Diveberg_Glaistain,15848,Diveberg,Glaistain,Divestain,First,Arrow,Ranged,Single,200,Buff Self,Contact Dmg
Diveberg_Grampus,15797,Diveberg,Grampus,Divepus,Second,Bomb,Ranged,Team,112,Debuff Target,Resonance
Diveberg_Gumbaal,15748,Diveberg,Gumbaal,Divebaal,Second,Shards,Ranged,Team,150,Buff Self,Parry Stance
Diveberg_Hauntome,-1,Diveberg,Hauntome,Divetome,First,Beam,Ranged,Single,200,Debuff Target,Ranged Defence Down
Diveberg_Hedgeherne,15805,Diveberg,Hedgeherne,Diveherne,Second,Beam,Ranged,Single,200,Debuff Target,Resonance
Diveberg_Hopskin,15732,Diveberg,Hopskin,Diveskin,Second,Smash,Melee,Team,150,Buff Self,Parry Stance
Diveberg_Huntorch,15804,Diveberg,Huntorch,Divetorch,First,Smash,Melee,Team,150,Buff Self,Multitarget
Diveberg_Icepeck,15836,Diveberg,Icepeck,Divepeck,Second,Shards,Ranged,Team,150,Buff Self,AP Boost
Diveberg_Jellyton,15816,Diveberg,Jellyton,Diveton,First,Wheel,Melee,Team,150,Buff Self,Ranged Defence Up
Diveberg_Jormungold,15738,Diveberg,Jormungold,Divegold,First,Bomb,Ranged,Team,112,Debuff Target,Sleep
Diveberg_Jumpkin,15819,Diveberg,Jumpkin,Divekin,First,Axe,Melee,Single,200,Buff Self,Multistrike
Diveberg_Khepri,15846,Diveberg,Khepri,Divepri,Second,Bomb,Ranged,Team,150,Buff Self,Melee Defence Up
Diveberg_Khufo,15783,Diveberg,Khufo,Divefo,First,Sword,Melee,Single,200,Debuff Target,Ranged Defence Down
Diveberg_Kingrave,15824,Diveberg,Kingrave,Divegrave,First,Arrow,Ranged,Single,200,Debuff Target,Sleep
Diveberg_Kirikuri,15815,Diveberg,Kirikuri,Divekuri,First,Shards,Ranged,Team,112,Debuff Target,Melee Defence Down
Diveberg_Kittelly,15767,Diveberg,Kittelly,Divetelly,First,Meteor,Ranged,Team,112,Debuff Target,Flinched
Diveberg_Kuneko,15840,Diveberg,Kuneko,Diveneko,Second,Arrow,Ranged,Single,200,Buff Self,AP Boost
Diveberg_Lapacitor,-1,Diveberg,Lapacitor,Divepacitor,First,Spikes,Ranged,Single,200,Buff Self,Cottoned On
Diveberg_Liligator,15795,Diveberg,Liligator,Divegator,Second,Bomb,Ranged,Team,112,Debuff Target,Berserk
Diveberg_Littlered,-1,Diveberg,Littlered,Divered,Second,Wheel,Melee,Team,150,Buff Self,Ranged Attack Up
Diveberg_Lobstacle,15743,Diveberg,Lobstacle,Divestacle,First,Arrow,Ranged,Single,200,Debuff Target,Berserk
Diveberg_Macabra,15758,Diveberg,Macabra,Divecabra,Second,Axe,Melee,Single,200,Debuff Target,Evasion Down
Diveberg_Majortom,-1,Diveberg,Majortom,Divetom,First,Shards,Ranged,Team,150,Buff Self,Ranged Defence Up
Diveberg_Malchemy,15745,Diveberg,Malchemy,Divechemy,Second,Smash,Melee,Team,112,Debuff Target,Bomb
Diveberg_Manispear,15765,Diveberg,Manispear,Divespear,Second,Shards,Ranged,Team,150,Buff Self,Multitarget
Diveberg_Mardiusa,15739,Diveberg,Mardiusa,Divediusa,Second,Axe,Melee,Single,200,Debuff Target,Resonance
Diveberg_Mascotorn,15811,Diveberg,Mascotorn,Divetorn,First,Spikes,Ranged,Single,200,Debuff Target,Melee Attack Down
Diveberg_Mascotoy,15810,Diveberg,Mascotoy,Divetoy,Second,Arrow,Ranged,Single,200,Debuff Target,Berserk
Diveberg_Masquerattle,15737,Diveberg,Masquerattle,Diverattle,First,Arrow,Ranged,Single,200,Debuff Target,Glass Bonds
Diveberg_Miasmodeus,15746,Diveberg,Miasmodeus,Divemodeus,Second,Meteor,Ranged,Team,112,Debuff Target,Poisoned
Diveberg_Minortom,-1,Diveberg,Minortom,Divetom,Second,Axe,Melee,Single,200,Buff Self,AP Boost
Diveberg_Minosteam,-1,Diveberg,Minosteam,Divesteam,First,Wheel,Melee,Team,112,Debuff Target,Melee Defence Down
Diveberg_Miss Mimic,15849,Diveberg,Miss Mimic,Divemimic,Second,Wheel,Melee,Team,150,Buff Self,Ranged Defence Up
Diveberg_Mothmanic,15762,Diveberg,Mothmanic,Divemanic,First,Axe,Melee,Single,200,Debuff Target,Shrapnel
Diveberg_Muskrateer,15791,Diveberg,Muskrateer,Diverateer,First,Axe,Melee,Single,200,Debuff Target,Ranged Defence Down
Diveberg_Nevermort,15777,Diveberg,Nevermort,Divemort,Second,Axe,Melee,Single,200,Buff Self,AP Boost
Diveberg_Padpole,15793,Diveberg,Padpole,Divepole,First,Blast,Melee,Single,200,Debuff Target,Burned
Diveberg_Palangolin,15766,Diveberg,Palangolin,Divegolin,First,Wheel,Melee,Team,150,Buff Self,Parry Stance
Diveberg_Pawndead,15822,Diveberg,Pawndead,Divedead,First,Beam,Ranged,Single,200,Buff Self,Speed Up
Diveberg_Picksie,15858,Diveberg,Picksie,Divesie,First,Spikes,Ranged,Single,200,Debuff Target,Glass Bonds
Diveberg_Pinbolt,15851,Diveberg,Pinbolt,Divebolt,First,Meteor,Ranged,Team,150,Buff Self,Healing Leaf
Diveberg_Plasmantler,15802,Diveberg,Plasmantler,Divemantler,First,Sword,Melee,Single,200,Buff Self,Ranged Attack Up
Diveberg_Pombomb,15834,Diveberg,Pombomb,Divebomb,First,Arrow,Ranged,Single,200,Buff Self,AP Boost
Diveberg_Pondwalker,15832,Diveberg,Pondwalker,Divewalker,Second,Beam,Ranged,Single,200,Debuff Target,Burned
Diveberg_Puppercut,15769,Diveberg,Puppercut,Divecut,Second,Wheel,Melee,Team,112,Debuff Target,Ranged Attack Down
Diveberg_Pyromeleon,15790,Diveberg,Pyromeleon,Divemeleon,First,Beam,Ranged,Single,200,Debuff Target,Speed Down
Diveberg_Queenyx,15825,Diveberg,Queenyx,Divenyx,First,Sword,Melee,Single,200,Buff Self,Healing Steam
Diveberg_Ramtasm,15751,Diveberg,Ramtasm,Divetasm,Second,Smash,Melee,Team,150,Buff Self,Evasion Up
Diveberg_Ratcousel,15792,Diveberg,Ratcousel,Divecousel,First,Blast,Melee,Single,200,Buff Self,Contact Dmg
Diveberg_Regensea,15818,Diveberg,Regensea,Divesea,Second,Fist,Melee,Team,150,Buff Self,AP Boost
Diveberg_Ripterra,15733,Diveberg,Ripterra,Diveterra,Second,Wheel,Melee,Team,112,Debuff Target,Poisoned
Diveberg_Robindam,15780,Diveberg,Robindam,Divedam,First,Beam,Ranged,Single,200,Debuff Target,Burned
Diveberg_Rockertrice,15831,Diveberg,Rockertrice,Divetrice,First,Blast,Melee,Single,200,Buff Self,AP Boost
Diveberg_Rosehood,-1,Diveberg,Rosehood,Divehood,First,Wheel,Melee,Team,150,Buff Self,Contact Dmg
Diveberg_Salamagus,15789,Diveberg,Salamagus,Divemagus,Second,Blast,Melee,Single,200,Buff Self,Locked On
Diveberg_Sanzatime,15787,Diveberg,Sanzatime,Divetime,First,Bomb,Ranged,Team,150,Buff Self,Accuracy Up
Diveberg_Scampire,15735,Diveberg,Scampire,Divepire,First,Bomb,Ranged,Team,112,Debuff Target,Accuracy Down
Diveberg_Scarleteeth,-1,Diveberg,Scarleteeth,Diveteeth,First,Wheel,Melee,Team,112,Debuff Target,Unitarget
Diveberg_Scubalrus,15776,Diveberg,Scubalrus,Divebalrus,First,Beam,Ranged,Single,200,Buff Self,Ranged Defence Up
Diveberg_Sharktanker,15833,Diveberg,Sharktanker,Divetanker,First,Axe,Melee,Single,200,Debuff Target,Melee Attack Down
Diveberg_Shining Kuneko,15841,Diveberg,Shining Kuneko,Dive-kuneko,Second,Shards,Ranged,Team,150,Buff Self,Parry Stance
Diveberg_Sirenade,15754,Diveberg,Sirenade,Divenade,First,Sword,Melee,Single,200,Debuff Target,Conductive
Diveberg_Skelevangelist,15823,Diveberg,Skelevangelist,Divevangelist,First,Beam,Ranged,Single,200,Debuff Target,Speed Down
Diveberg_Smogmagog,15827,Diveberg,Smogmagog,Divemagog,First,Spikes,Ranged,Single,200,Debuff Target,Poisoned
Diveberg_Snoopin,15734,Diveberg,Snoopin,Divepin,Second,Bomb,Ranged,Team,112,Debuff Target,Accuracy Down
Diveberg_Southpaw,15770,Diveberg,Southpaw,Divepaw,Second,Wheel,Melee,Team,112,Debuff Target,Sleep
Diveberg_Sparktan,15838,Diveberg,Sparktan,Divetan,Second,Spikes,Ranged,Single,200,Debuff Target,Ranged Attack Down
Diveberg_Spirouette,15817,Diveberg,Spirouette,Diveette,First,Shards,Ranged,Team,112,Debuff Target,Conductive
Diveberg_Spitzfyre,15835,Diveberg,Spitzfyre,Divefyre,First,Axe,Melee,Single,200,Buff Self,Contact Dmg
Diveberg_Spooki-onna,15845,Diveberg,Spooki-onna,Dive-onna,Second,Meteor,Ranged,Team,150,Buff Self,Melee Attack Up
Diveberg_Springheel,15731,Diveberg,Springheel,Diveheel,Second,Arrow,Ranged,Single,200,Debuff Target,Melee Attack Down
Diveberg_Squirey,15764,Diveberg,Squirey,Diverey,First,Beam,Ranged,Single,200,Debuff Target,Ranged Attack Down
Diveberg_Stardigrade,15808,Diveberg,Stardigrade,Divegrade,Second,Arrow,Ranged,Single,200,Buff Self,Melee Defence Up
Diveberg_Terracooka,15806,Diveberg,Terracooka,Divecooka,First,Wheel,Melee,Team,112,Debuff Target,Flinched
Diveberg_Thwackalope,15781,Diveberg,Thwackalope,Divelope,First,Sword,Melee,Single,200,Debuff Target,Unitarget
Diveberg_Tokusect,15763,Diveberg,Tokusect,Divesect,Second,Axe,Melee,Single,200,Debuff Target,AP Drain
